DECLARANT_ISO,PARTNER_ISO,PRODUCT_NC,FLOW,PERIOD,VALUE_IN_EUROS
NL,CN,81129295,1,2022,228817
NL,CY,25041000,1,2022,72
NL,CY,25101000,1,2022,2492
NL,CY,26020000,1,2022,11
NL,CY,26110000,1,2022,1
NL,CY,26131000,1,2022,14
NL,CY,26140000,1,2022,2
NL,CY,28042910,1,2022,385
NL,CY,28046900,1,2022,14
NL,CY,28201000,1,2022,2
NL,CY,28209010,1,2022,1
NL,CY,28209090,1,2022,89
NL,CY,28220000,1,2022,7
NL,CY,28252000,1,2022,13
NL,CY,28256000,1,2022,1
NL,CY,28259040,1,2022,4
NL,CY,28369100,1,2022,128
NL,CY,28461000,1,2022,1
NL,CY,31042010,1,2022,8
NL,CY,31042050,1,2022,565
NL,CY,31042090,1,2022,1296
NL,CY,31043000,1,2022,95
NL,CY,31049000,1,2022,141
NL,CY,75021000,1,2022,106
NL,CY,81021000,1,2022,18
NL,CY,81052000,1,2022,41
NL,CY,81129281,1,2022,1
NL,CZ,25041000,1,2022,1121344
NL,CZ,25049000,1,2022,24
NL,CZ,25101000,1,2022,12218
NL,CZ,25102000,1,2022,260
NL,CZ,26020000,1,2022,1595
NL,CZ,26050000,1,2022,5
NL,CZ,26110000,1,2022,17
NL,CZ,26131000,1,2022,9985
NL,CZ,26139000,1,2022,58
NL,CZ,26140000,1,2022,17899
NL,CZ,26151000,1,2022,3111
NL,CZ,28042910,1,2022,14968
NL,CZ,28046100,1,2022,252
NL,CZ,28046900,1,2022,6403
NL,CZ,28053010,1,2022,4
NL,CZ,28053080,1,2022,5
NL,CZ,28201000,1,2022,336
NL,CZ,28209010,1,2022,376
NL,CZ,28209090,1,2022,583
NL,CZ,28220000,1,2022,5585
NL,CZ,28252000,1,2022,2300
NL,CZ,28256000,1,2022,603
NL,CZ,28257000,1,2022,2523
NL,CZ,28259040,1,2022,299
NL,CZ,28369100,1,2022,24610
NL,CZ,28461000,1,2022,534
NL,CZ,28469090,1,2022,15
NL,CZ,28499030,1,2022,6
NL,CZ,31042010,1,2022,1519
NL,CZ,31042050,1,2022,29003
NL,CZ,31042090,1,2022,816829
NL,CZ,31043000,1,2022,9671
NL,CZ,31049000,1,2022,2605
NL,CZ,75021000,1,2022,90735
NL,CZ,81011000,1,2022,210
NL,CZ,81019400,1,2022,1
NL,CZ,81021000,1,2022,57
NL,CZ,81052000,1,2022,14975
NL,CZ,81082000,1,2022,77
NL,CZ,81129281,1,2022,277
NL,DE,25041000,1,2022,2461250
NL,DE,25049000,1,2022,298
NL,DE,25101000,1,2022,115895
NL,DE,25102000,1,2022,223980
NL,DE,26020000,1,2022,88919
NL,DE,26050000,1,2022,39
NL,DE,26110000,1,2022,247
NL,DE,26131000,1,2022,138963
NL,DE,26139000,1,2022,6198
NL,DE,26140000,1,2022,15259749
NL,DE,26151000,1,2022,174361
NL,DE,28042910,1,2022,1175472
NL,DE,28046100,1,2022,1109216
NL,DE,28046900,1,2022,3235612
NL,DE,28053010,1,2022,86
NL,DE,28053080,1,2022,19584
NL,DE,28201000,1,2022,230988
NL,DE,28209010,1,2022,6792
NL,DE,28209090,1,2022,6930
NL,DE,28220000,1,2022,87101
NL,DE,28252000,1,2022,916231
NL,DE,28253000,1,2022,4428
NL,DE,28256000,1,2022,1698310
NL,DE,28257000,1,2022,37971
NL,DE,28259040,1,2022,85088
NL,DE,28369100,1,2022,912459
NL,DE,28461000,1,2022,97846
NL,DE,28469030,1,2022,2688
NL,DE,28469090,1,2022,1123
NL,DE,28499030,1,2022,2804
NL,DE,28499050,1,2022,500
NL,DE,31042010,1,2022,4031007
NL,DE,31042050,1,2022,22686597
NL,DE,31042090,1,2022,2945891
NL,DE,31043000,1,2022,7515032
NL,DE,31049000,1,2022,10787723
NL,DE,75021000,1,2022,11207187
NL,DE,81011000,1,2022,2093391
NL,DE,81019400,1,2022,861
NL,DE,81021000,1,2022,2524530
NL,DE,81052000,1,2022,10159712
NL,DE,81082000,1,2022,74743
NL,DE,81124190,1,2022,1
NL,DE,81129240,1,2022,735
NL,DE,81129281,1,2022,149674
NL,DE,81129289,1,2022,2164
NL,DK,25041000,1,2022,12294
NL,DK,25049000,1,2022,20
NL,DK,25101000,1,2022,26967
NL,DK,25102000,1,2022,878
NL,DK,26020000,1,2022,8143
NL,DK,26050000,1,2022,17
NL,DK,26110000,1,2022,17
NL,DK,26131000,1,2022,9346
NL,DK,26139000,1,2022,53
NL,DK,26140000,1,2022,39392
NL,DK,26151000,1,2022,3252
NL,DK,28042910,1,2022,29503
NL,DK,28046100,1,2022,213
NL,DK,28046900,1,2022,40124
NL,DK,28053010,1,2022,4
NL,DK,28053080,1,2022,5
NL,DK,28201000,1,2022,244
NL,DK,28209010,1,2022,295
NL,DK,28209090,1,2022,1122
NL,DK,28220000,1,2022,6760
NL,DK,28252000,1,2022,2131
NL,DK,28256000,1,2022,891
NL,DK,28257000,1,2022,1537
NL,DK,28259040,1,2022,678
NL,DK,28369100,1,2022,83860
NL,DK,28461000,1,2022,1099
NL,DK,28469090,1,2022,10
NL,DK,28499030,1,2022,5
NL,DK,31042010,1,2022,1808
NL,DK,31042050,1,2022,45143
NL,DK,31042090,1,2022,29180
NL,DK,31043000,1,2022,9047
NL,DK,31049000,1,2022,6183
NL,DK,75021000,1,2022,74900
NL,DK,81011000,1,2022,104
NL,DK,81021000,1,2022,84
NL,DK,81052000,1,2022,10484
NL,DK,81082000,1,2022,151
NL,DK,81129281,1,2022,421
NL,DO,25101000,1,2022,228
NL,DZ,25101000,1,2022,516968
NL,EC,26040000,1,2022,101
NL,EE,25041000,1,2022,731
NL,EE,25101000,1,2022,482
NL,EE,25102000,1,2022,21
NL,EE,26020000,1,2022,1571
NL,EE,26110000,1,2022,2
NL,EE,26131000,1,2022,989
NL,EE,26139000,1,2022,7
NL,EE,26140000,1,2022,4410
NL,EE,26151000,1,2022,69
NL,EE,28042910,1,2022,1384
NL,EE,28046100,1,2022,17
NL,EE,28046900,1,2022,730
NL,EE,28201000,1,2022,41
NL,EE,28209010,1,2022,48
NL,EE,28209090,1,2022,476
NL,EE,28220000,1,2022,598
NL,EE,28252000,1,2022,420170
NL,EE,28256000,1,2022,469
NL,EE,28257000,1,2022,269
NL,EE,28259040,1,2022,11
NL,EE,28369100,1,2022,1556
NL,EE,28461000,1,2022,1178522
NL,EE,28469090,1,2022,2
NL,EE,28499030,1,2022,1
NL,EE,31042010,1,2022,1837
NL,EE,31042050,1,2022,62701
NL,EE,31042090,1,2022,5334
NL,EE,31043000,1,2022,4319
NL,EE,31049000,1,2022,5775
NL,EE,75011000,1,2022,388920
NL,EE,75021000,1,2022,10806774
NL,EE,81011000,1,2022,14
NL,EE,81021000,1,2022,6
NL,EE,81052000,1,2022,10708449
NL,EE,81082000,1,2022,256726
NL,EE,81129281,1,2022,23
NL,EG,25101000,1,2022,2319858
NL,EG,25102000,1,2022,406993
NL,EG,26139000,1,2022,47
NL,EG,28046900,1,2022,214675
NL,ES,25041000,1,2022,71774
NL,ES,25049000,1,2022,39
NL,ES,25101000,1,2022,8307
NL,ES,25102000,1,2022,407
NL,ES,26020000,1,2022,4000
NL,ES,26050000,1,2022,54
NL,ES,26110000,1,2022,34
NL,ES,26131000,1,2022,19437
NL,ES,26139000,1,2022,100
NL,ES,26140000,1,2022,13623
NL,ES,26151000,1,2022,9941
NL,ES,28042910,1,2022,42590
NL,ES,28046100,1,2022,382
NL,ES,28046900,1,2022,13423
NL,ES,28053010,1,2022,11
NL,ES,28053080,1,2022,10
NL,ES,28201000,1,2022,698
NL,ES,28209010,1,2022,743
NL,ES,28209090,1,2022,3794
NL,ES,28220000,1,2022,48328
NL,ES,28252000,1,2022,4603
NL,ES,28256000,1,2022,1182
NL,ES,28257000,1,2022,3442
NL,ES,28259040,1,2022,218
NL,ES,28369100,1,2022,88868
NL,ES,28461000,1,2022,844
NL,ES,28469030,1,2022,1
NL,ES,28469090,1,2022,33
NL,ES,28499030,1,2022,20
NL,ES,31042010,1,2022,2459
NL,ES,31042050,1,2022,40232732
NL,ES,31042090,1,2022,30904
NL,ES,31043000,1,2022,21566
NL,ES,31049000,1,2022,5167
NL,ES,75021000,1,2022,1642527
NL,ES,81011000,1,2022,529
NL,ES,81019400,1,2022,2
NL,ES,81021000,1,2022,122
NL,ES,81052000,1,2022,21393
NL,ES,81082000,1,2022,23
NL,ES,81129281,1,2022,393
NL,FI,25041000,1,2022,54591
NL,FI,25049000,1,2022,11
NL,FI,25101000,1,2022,10812
NL,FI,25102000,1,2022,101
NL,FI,26020000,1,2022,978
NL,FI,26050000,1,2022,2
NL,FI,26110000,1,2022,7
NL,FI,26131000,1,2022,5160
NL,FI,26139000,1,2022,17
NL,FI,26140000,1,2022,5880
NL,FI,26151000,1,2022,2469
NL,FI,28042910,1,2022,6839
NL,FI,28046100,1,2022,244
NL,FI,28046900,1,2022,4004
NL,FI,28053010,1,2022,10
NL,FI,28053080,1,2022,2
NL,FI,28201000,1,2022,173
NL,FI,28209010,1,2022,192
NL,FI,28209090,1,2022,582
NL,FI,28220000,1,2022,5507715
NL,FI,28252000,1,2022,1001
NL,FI,28256000,1,2022,512
NL,FI,28257000,1,2022,604
NL,FI,28259040,1,2022,180
NL,FI,28369100,1,2022,20305
NL,FI,28461000,1,2022,276
NL,FI,28469090,1,2022,8
NL,FI,28499030,1,2022,2
NL,FI,31042010,1,2022,826
NL,FI,31042050,1,2022,40463
NL,FI,31042090,1,2022,2916
NL,FI,31043000,1,2022,5527
NL,FI,31049000,1,2022,3377
NL,FI,75021000,1,2022,66876997
NL,FI,81011000,1,2022,29
NL,FI,81021000,1,2022,29
NL,FI,81052000,1,2022,2616890
NL,FI,81082000,1,2022,55
NL,FI,81129281,1,2022,29
NL,FR,25041000,1,2022,29947
NL,FR,25049000,1,2022,66
NL,FR,25101000,1,2022,40150
NL,FR,25102000,1,2022,321418
NL,FR,26020000,1,2022,3452498
NL,FR,26050000,1,2022,13
NL,FR,26110000,1,2022,18378
NL,FR,26131000,1,2022,35694
NL,FR,26139000,1,2022,203
NL,FR,26140000,1,2022,28953
NL,FR,26151000,1,2022,552853
NL,FR,28042910,1,2022,374010
NL,FR,28046100,1,2022,822
NL,FR,28046900,1,2022,2486454
NL,FR,28053010,1,2022,1034
NL,FR,28053080,1,2022,20
NL,FR,28201000,1,2022,1423
NL,FR,28209010,1,2022,408151
NL,FR,28209090,1,2022,234338
NL,FR,28220000,1,2022,35549
NL,FR,28252000,1,2022,869244
NL,FR,28256000,1,2022,36375
NL,FR,28257000,1,2022,513416
NL,FR,28259040,1,2022,28186
NL,FR,28369100,1,2022,89318
NL,FR,28461000,1,2022,16243
NL,FR,28469090,1,2022,61
NL,FR,28499030,1,2022,18
NL,FR,31042010,1,2022,6064
NL,FR,31042050,1,2022,57997
NL,FR,31042090,1,2022,83096
NL,FR,31043000,1,2022,56800
NL,FR,31049000,1,2022,6961
NL,FR,75021000,1,2022,7757302
NL,FR,81011000,1,2022,600
NL,FR,81019400,1,2022,3
NL,FR,81021000,1,2022,218
NL,FR,81052000,1,2022,33508
NL,FR,81082000,1,2022,77
NL,FR,81124190,1,2022,15087
NL,FR,81129281,1,2022,558
NL,GB,25041000,1,2022,5763
NL,GB,25049000,1,2022,17404
NL,GB,25101000,1,2022,289
NL,GB,25102000,1,2022,21183
NL,GB,26020000,1,2022,118
NL,GB,26040000,1,2022,4494
NL,GB,26050000,1,2022,262865
NL,GB,26110000,1,2022,13
NL,GB,26131000,1,2022,89
NL,GB,26139000,1,2022,14759
NL,GB,26140000,1,2022,14626
NL,GB,26151000,1,2022,474423
NL,GB,26159000,1,2022,31
NL,GB,28042910,1,2022,30771
NL,GB,28046100,1,2022,3951
NL,GB,28046900,1,2022,440007
NL,GB,28053010,1,2022,84
NL,GB,28053080,1,2022,372
NL,GB,28201000,1,2022,503
NL,GB,28209010,1,2022,5
NL,GB,28209090,1,2022,23829
NL,GB,28220000,1,2022,4180
NL,GB,28252000,1,2022,106
NL,GB,28253000,1,2022,4764
NL,GB,28256000,1,2022,2181831
NL,GB,28257000,1,2022,267
NL,GB,28259040,1,2022,346
NL,GB,28369100,1,2022,15272438
NL,GB,28461000,1,2022,28
NL,GB,28469030,1,2022,118
NL,GB,28469090,1,2022,12
NL,GB,31042010,1,2022,3865549
NL,GB,31042050,1,2022,24747
NL,GB,31042090,1,2022,973563
NL,GB,31043000,1,2022,263
NL,GB,31049000,1,2022,2975
NL,GB,75021000,1,2022,34267157
NL,GB,81011000,1,2022,45
NL,GB,81019400,1,2022,377134
NL,GB,81052000,1,2022,474334
NL,GB,81082000,1,2022,512753
NL,GB,81123100,1,2022,663435
NL,GB,81124190,1,2022,126
NL,GB,81129281,1,2022,25795
NL,GB,81129295,1,2022,3236
NL,GE,26020000,1,2022,301
NL,GE,28209090,1,2022,1518382
NL,GR,25041000,1,2022,55447
NL,GR,25049000,1,2022,4
NL,GR,25101000,1,2022,2073
NL,GR,25102000,1,2022,53
NL,GR,26020000,1,2022,449
NL,GR,26050000,1,2022,10
NL,GR,26110000,1,2022,14
NL,GR,26131000,1,2022,1972
NL,GR,26139000,1,2022,9
NL,GR,26140000,1,2022,1177
NL,GR,26151000,1,2022,38718
NL,GR,28042910,1,2022,5522
NL,GR,28046100,1,2022,31
NL,GR,28046900,1,2022,1564
NL,GR,28053010,1,2022,2
NL,GR,28053080,1,2022,2
NL,GR,28201000,1,2022,45
NL,GR,28209010,1,2022,389
NL,GR,28209090,1,2022,824
NL,GR,28220000,1,2022,1129
NL,GR,28252000,1,2022,486
NL,GR,28256000,1,2022,860
NL,GR,28257000,1,2022,474
NL,GR,28259040,1,2022,92
NL,GR,28369100,1,2022,4861
NL,GR,28461000,1,2022,73
NL,GR,28469090,1,2022,118
NL,GR,28499030,1,2022,1
NL,GR,31042010,1,2022,1134
NL,GR,31042050,1,2022,94335
NL,GR,31042090,1,2022,11896
NL,GR,31043000,1,2022,3533
NL,GR,31049000,1,2022,7111
NL,GR,75021000,1,2022,28033
NL,GR,81011000,1,2022,17
NL,GR,81021000,1,2022,15
NL,GR,81052000,1,2022,2399
NL,GR,81082000,1,2022,7
NL,GR,81129281,1,2022,30
NL,GR,81129289,1,2022,1
NL,GT,26040000,1,2022,315
NL,GY,26020000,1,2022,2184
NL,HK,28369100,1,2022,1741
NL,HR,25041000,1,2022,276
NL,HR,25101000,1,2022,2841526
NL,HR,25102000,1,2022,11
NL,HR,26020000,1,2022,67
NL,HR,26050000,1,2022,9
NL,HR,26110000,1,2022,1
NL,HR,26131000,1,2022,518
NL,HR,26139000,1,2022,12
NL,HR,26140000,1,2022,276
NL,HR,26151000,1,2022,52
NL,HR,28042910,1,2022,741
NL,HR,28046100,1,2022,11
NL,HR,28046900,1,2022,355
NL,HR,28201000,1,2022,17
NL,HR,28209010,1,2022,40
NL,HR,28209090,1,2022,79
NL,HR,28220000,1,2022,317
NL,HR,28252000,1,2022,120
NL,HR,28256000,1,2022,67
NL,HR,28257000,1,2022,132
NL,HR,28259040,1,2022,5
NL,HR,28369100,1,2022,763
NL,HR,28461000,1,2022,20
NL,HR,28469090,1,2022,8
NL,HR,31042010,1,2022,3875
NL,HR,31042050,1,2022,8300
NL,HR,31042090,1,2022,934
NL,HR,31043000,1,2022,1203
NL,HR,31049000,1,2022,474
NL,HR,75021000,1,2022,23175
NL,HR,81011000,1,2022,3
NL,HR,81021000,1,2022,3
NL,HR,81052000,1,2022,543
NL,HR,81082000,1,2022,13
NL,HR,81129281,1,2022,5
NL,HU,25041000,1,2022,3309
NL,HU,25049000,1,2022,11
NL,HU,25101000,1,2022,6470
NL,HU,25102000,1,2022,722
NL,HU,26020000,1,2022,2075
NL,HU,26050000,1,2022,53
NL,HU,26110000,1,2022,14
NL,HU,26131000,1,2022,6553
NL,HU,26139000,1,2022,37
NL,HU,26140000,1,2022,5936
NL,HU,26151000,1,2022,904
NL,HU,28042910,1,2022,8246
NL,HU,28046100,1,2022,129
NL,HU,28046900,1,2022,4225
NL,HU,28053010,1,2022,2
NL,HU,28053080,1,2022,4
NL,HU,28201000,1,2022,210
NL,HU,28209010,1,2022,417
NL,HU,28209090,1,2022,327
NL,HU,28220000,1,2022,3844
NL,HU,28252000,1,2022,1371
NL,HU,28256000,1,2022,454
NL,HU,28257000,1,2022,1157
NL,HU,28259040,1,2022,71
NL,HU,28369100,1,2022,10390
NL,HU,28461000,1,2022,225
NL,HU,28469090,1,2022,17
NL,HU,28499030,1,2022,3
NL,HU,31042010,1,2022,1515
NL,HU,31042050,1,2022,22751
NL,HU,31042090,1,2022,5791
NL,HU,31043000,1,2022,8175
NL,HU,31049000,1,2022,3253
NL,HU,75021000,1,2022,298537
NL,HU,81011000,1,2022,1422
NL,HU,81021000,1,2022,41
NL,HU,81052000,1,2022,6467
NL,HU,81082000,1,2022,26
NL,HU,81129281,1,2022,145
NL,ID,25049000,1,2022,2807
NL,ID,25101000,1,2022,74
NL,ID,26040000,1,2022,116
NL,ID,26151000,1,2022,10570478
NL,ID,26159000,1,2022,80
NL,ID,75012000,1,2022,6151276
NL,IE,25041000,1,2022,44803
NL,IE,25049000,1,2022,52
NL,IE,25101000,1,2022,32635
NL,IE,25102000,1,2022,468
NL,IE,26020000,1,2022,3091
NL,IE,26050000,1,2022,2
NL,IE,26110000,1,2022,75
NL,IE,26131000,1,2022,21564
NL,IE,26139000,1,2022,521
NL,IE,26140000,1,2022,9644
NL,IE,26151000,1,2022,4010
NL,IE,28042910,1,2022,44175
NL,IE,28046100,1,2022,254
NL,IE,28046900,1,2022,18963
NL,IE,28053010,1,2022,67
NL,IE,28053080,1,2022,5
NL,IE,28201000,1,2022,252
NL,IE,28209010,1,2022,1818
NL,IE,28209090,1,2022,1748
NL,IE,28220000,1,2022,14026
NL,IE,28252000,1,2022,5050
NL,IE,28256000,1,2022,1960
NL,IE,28257000,1,2022,26899
NL,IE,28259040,1,2022,213
NL,IE,28369100,1,2022,37551
NL,IE,28461000,1,2022,434
NL,IE,28469030,1,2022,1
NL,IE,28469090,1,2022,3
NL,IE,28499030,1,2022,31
NL,IE,31042010,1,2022,2731
NL,IE,31042050,1,2022,42354
NL,IE,31042090,1,2022,35119
NL,IE,31043000,1,2022,31978
NL,IE,31049000,1,2022,5513
NL,IE,75021000,1,2022,132231
NL,IE,81011000,1,2022,261
NL,IE,81019400,1,2022,4
NL,IE,81021000,1,2022,209
NL,IE,81052000,1,2022,36153
NL,IE,81082000,1,2022,39
NL,IE,81129240,1,2022,1
NL,IE,81129281,1,2022,276
NL,IE,81129289,1,2022,1
NL,IL,25101000,1,2022,794831
NL,IL,28046100,1,2022,75
NL,IL,28499030,1,2022,116
NL,IL,28499050,1,2022,157
NL,IL,31042050,1,2022,49902406
NL,IL,31042090,1,2022,9274
NL,IL,75021000,1,2022,129239
NL,IL,81019400,1,2022,1416
NL,IL,81082000,1,2022,55
NL,IN,25041000,1,2022,15
NL,IN,25101000,1,2022,325
NL,IN,26020000,1,2022,82
NL,IN,26040000,1,2022,110
NL,IN,26050000,1,2022,55
NL,IN,26140000,1,2022,9455224
NL,IN,26151000,1,2022,711655
NL,IN,28046100,1,2022,237
NL,IN,28201000,1,2022,226265
NL,IN,28220000,1,2022,139
NL,IN,28252000,1,2022,35
NL,IN,28253000,1,2022,104
NL,IN,28256000,1,2022,43
NL,IN,28257000,1,2022,48915
NL,IN,28369100,1,2022,9544
NL,IN,28469090,1,2022,51
NL,IN,75021000,1,2022,8515526
NL,IN,81021000,1,2022,588
NL,IN,81052000,1,2022,55
NL,IN,81082000,1,2022,48
NL,IR,26131000,1,2022,4480493
NL,IS,28046100,1,2022,90081
NL,IS,28046900,1,2022,99468509
NL,IS,28369100,1,2022,593
NL,IT,25041000,1,2022,45181
NL,IT,25049000,1,2022,57
NL,IT,25101000,1,2022,10129
NL,IT,25102000,1,2022,730
NL,IT,26020000,1,2022,28369
NL,IT,26050000,1,2022,41
NL,IT,26110000,1,2022,49
NL,IT,26131000,1,2022,28231
NL,IT,26139000,1,2022,53775
NL,IT,26140000,1,2022,103886
NL,IT,26151000,1,2022,2801
NL,IT,28042910,1,2022,329632
NL,IT,28046100,1,2022,573
NL,IT,28046900,1,2022,53473
NL,IT,28053010,1,2022,17
NL,IT,28053080,1,2022,15
NL,IT,28201000,1,2022,1314
NL,IT,28209010,1,2022,1007
NL,IT,28209090,1,2022,1100
NL,IT,28220000,1,2022,17506
NL,IT,28252000,1,2022,7271
NL,IT,28253000,1,2022,1
NL,IT,28256000,1,2022,1259
NL,IT,28257000,1,2022,6258
NL,IT,28259040,1,2022,364
NL,IT,28369100,1,2022,748225
NL,IT,28461000,1,2022,1564
NL,IT,28469030,1,2022,1
NL,IT,28469090,1,2022,42
NL,IT,28499030,1,2022,15
NL,IT,31042010,1,2022,4194
NL,IT,31042050,1,2022,67017
NL,IT,31042090,1,2022,73080
NL,IT,31043000,1,2022,355833
NL,IT,31049000,1,2022,8661
NL,IT,75021000,1,2022,1473913
NL,IT,81011000,1,2022,316
NL,IT,81019400,1,2022,3
NL,IT,81021000,1,2022,174
NL,IT,81052000,1,2022,36735
NL,IT,81082000,1,2022,50
NL,IT,81129281,1,2022,759
NL,JO,28046100,1,2022,54
NL,JP,25101000,1,2022,123
NL,JP,26040000,1,2022,17
NL,JP,26050000,1,2022,228
NL,JP,26140000,1,2022,187
NL,JP,28046100,1,2022,186
NL,JP,28046900,1,2022,42480
NL,JP,28256000,1,2022,10281652
NL,JP,28257000,1,2022,34916
NL,JP,28369100,1,2022,101
NL,JP,28469090,1,2022,1
NL,JP,28499030,1,2022,605
NL,JP,31049000,1,2022,18610
NL,JP,75021000,1,2022,11047403
NL,JP,81021000,1,2022,1013
NL,JP,81052000,1,2022,13612587
NL,JP,81082000,1,2022,2493648
NL,JP,81123100,1,2022,14510
NL,KE,26140000,1,2022,5289363
NL,KH,26159000,1,2022,296
NL,KR,25041000,1,2022,347
NL,KR,26020000,1,2022,151898
NL,KR,26040000,1,2022,621
NL,KR,26050000,1,2022,88
NL,KR,26131000,1,2022,2597284
NL,KR,26139000,1,2022,222
NL,KR,26159000,1,2022,284
NL,KR,28045090,1,2022,175566
NL,KR,28253000,1,2022,332227
NL,KR,31042090,1,2022,21676
NL,KZ,81082000,1,2022,1185319
NL,LT,25041000,1,2022,2392
NL,LT,25049000,1,2022,4
NL,LT,25101000,1,2022,5505
NL,LT,25102000,1,2022,83
NL,LT,26020000,1,2022,617
NL,LT,26050000,1,2022,1
NL,LT,26110000,1,2022,3
NL,LT,26131000,1,2022,3118
NL,LT,26139000,1,2022,16
NL,LT,26140000,1,2022,1744
NL,LT,26151000,1,2022,781
NL,LT,28042910,1,2022,5484
NL,LT,28046100,1,2022,47
NL,LT,28046900,1,2022,2198
NL,LT,28053080,1,2022,2
NL,LT,28201000,1,2022,132
NL,LT,28209010,1,2022,101
NL,LT,28209090,1,2022,721
NL,LT,28220000,1,2022,1947
NL,LT,28252000,1,2022,622
NL,LT,28256000,1,2022,632
NL,LT,28257000,1,2022,363
NL,LT,28259040,1,2022,29
NL,LT,28369100,1,2022,5628
NL,LT,28461000,1,2022,53
NL,LT,28469090,1,2022,6
NL,LT,28499030,1,2022,1
NL,LT,31042010,1,2022,1892
NL,LT,31042050,1,2022,70486
NL,LT,31042090,1,2022,3402
NL,LT,31043000,1,2022,5840
NL,LT,31049000,1,2022,5951
NL,LT,75021000,1,2022,33336
NL,LT,81011000,1,2022,96
NL,LT,81021000,1,2022,20
NL,LT,81052000,1,2022,3532
NL,LT,81082000,1,2022,23
NL,LT,81129281,1,2022,437
NL,LU,25041000,1,2022,322
NL,LU,25101000,1,2022,783
NL,LU,25102000,1,2022,5
NL,LU,26020000,1,2022,156
NL,LU,26110000,1,2022,130955
NL,LU,26131000,1,2022,272
NL,LU,26139000,1,2022,115088
NL,LU,26140000,1,2022,1502
NL,LU,26151000,1,2022,21
NL,LU,28042910,1,2022,166552
NL,LU,28046100,1,2022,4
NL,LU,28046900,1,2022,193
NL,LU,28053080,1,2022,4366
NL,LU,28201000,1,2022,6
NL,LU,28209010,1,2022,13
NL,LU,28209090,1,2022,190
NL,LU,28220000,1,2022,181
NL,LU,28252000,1,2022,68
NL,LU,28256000,1,2022,147
NL,LU,28257000,1,2022,63
NL,LU,28259040,1,2022,22
NL,LU,28369100,1,2022,492
NL,LU,28461000,1,2022,39
NL,LU,31042010,1,2022,197
NL,LU,31042050,1,2022,17567
NL,LU,31042090,1,2022,1163
NL,LU,31043000,1,2022,31567
NL,LU,31049000,1,2022,1449
NL,LU,75021000,1,2022,212769
NL,LU,81011000,1,2022,2
NL,LU,81052000,1,2022,704
NL,LU,81082000,1,2022,84
NL,LU,81129281,1,2022,4
NL,LV,25041000,1,2022,353
NL,LV,25049000,1,2022,1
NL,LV,25101000,1,2022,882
NL,LV,25102000,1,2022,371
NL,LV,26020000,1,2022,11013
NL,LV,26110000,1,2022,1
NL,LV,26131000,1,2022,850
NL,LV,26139000,1,2022,78
NL,LV,26140000,1,2022,53785
NL,LV,26151000,1,2022,202
NL,LV,28042910,1,2022,6935
NL,LV,28046100,1,2022,310
NL,LV,28046900,1,2022,456
NL,LV,28053080,1,2022,1
NL,LV,28201000,1,2022,18
NL,LV,28209010,1,2022,122
NL,LV,28209090,1,2022,338
NL,LV,28220000,1,2022,494
NL,LV,28252000,1,2022,297
NL,LV,28256000,1,2022,236
NL,LV,28257000,1,2022,77
NL,LV,28259040,1,2022,20
NL,LV,28369100,1,2022,1500
NL,LV,28461000,1,2022,31
NL,LV,28469090,1,2022,8
NL,LV,31042010,1,2022,298
NL,LV,31042050,1,2022,26383
NL,LV,31042090,1,2022,3115
NL,LV,31043000,1,2022,1904
NL,LV,31049000,1,2022,1944
NL,LV,75021000,1,2022,4490
NL,LV,81011000,1,2022,214
NL,LV,81021000,1,2022,88
NL,LV,81052000,1,2022,2880
NL,LV,81082000,1,2022,46
NL,LV,81129281,1,2022,9
NL,MA,25101000,1,2022,1565122
NL,MA,25102000,1,2022,4405290
NL,MA,26020000,1,2022,43977
NL,MA,75021000,1,2022,437556
NL,MA,81052000,1,2022,16464105
NL,MA,81082000,1,2022,52
NL,ME,26139000,1,2022,27
NL,MG,25049000,1,2022,152
NL,MG,75021000,1,2022,15159459
NL,MG,81052000,1,2022,48621293
NL,MN,26139000,1,2022,90
NL,MT,25041000,1,2022,2
NL,MT,25101000,1,2022,3
NL,MT,26020000,1,2022,1
NL,MT,26131000,1,2022,4
NL,MT,26140000,1,2022,3
NL,MT,26151000,1,2022,1
NL,MT,28042910,1,2022,743
NL,MT,28046900,1,2022,1
NL,MT,28209090,1,2022,12
NL,MT,28220000,1,2022,2
NL,MT,28256000,1,2022,2
NL,MT,28369100,1,2022,8
NL,MT,31042050,1,2022,435
NL,MT,31042090,1,2022,26
NL,MT,31043000,1,2022,6
NL,MT,31049000,1,2022,53
NL,MT,75021000,1,2022,16
NL,MT,81052000,1,2022,6
NL,MX,25049000,1,2022,161
NL,MX,26020000,1,2022,161
NL,MX,26139000,1,2022,34680846
NL,MX,81011000,1,2022,1
NL,MX,81052000,1,2022,6436584
NL,MY,26020000,1,2022,283
NL,MY,26139000,1,2022,84
NL,MY,26159000,1,2022,237
NL,MY,28045090,1,2022,1910
NL,MY,28046900,1,2022,38086120
NL,MY,28469090,1,2022,28
NL,MZ,25041000,1,2022,16088
NL,MZ,26140000,1,2022,15695714
NL,MZ,26159000,1,2022,98
NL,NG,25101000,1,2022,68
NL,NG,26020000,1,2022,74
NL,NG,26139000,1,2022,260
NL,NG,26140000,1,2022,272
NL,NG,26159000,1,2022,1385
NL,NG,28253000,1,2022,65
NL,NG,28369100,1,2022,791
