DECLARANT_ISO,PARTNER_ISO,PRODUCT_NC,FLOW,PERIOD,VALUE_IN_EUROS
ES,MZ,26140000,1,2023,23050331
ES,MZ,26151000,1,2023,16263867
ES,NL,25041000,1,2023,40727
ES,NL,25102000,1,2023,1795
ES,NL,25309040,1,2023,1817
ES,NL,26020000,1,2023,99996
ES,NL,26040000,1,2023,2412206
ES,NL,26050000,1,2023,3438
ES,NL,26131000,1,2023,107396899
ES,NL,26139000,1,2023,470490
ES,NL,26140000,1,2023,1220
ES,NL,26151000,1,2023,11565
ES,NL,28042910,1,2023,78152
ES,NL,28046100,1,2023,1049530
ES,NL,28046900,1,2023,13972462
ES,NL,28053021,1,2023,25075
ES,NL,28209010,1,2023,280306
ES,NL,28220000,1,2023,1413
ES,NL,28252000,1,2023,618724
ES,NL,28253000,1,2023,88864
ES,NL,28256000,1,2023,69360
ES,NL,28259040,1,2023,494
ES,NL,28369100,1,2023,2816593
ES,NL,28461000,1,2023,10080
ES,NL,28469050,1,2023,202100
ES,NL,28499050,1,2023,220015
ES,NL,31042010,1,2023,89993
ES,NL,31042050,1,2023,891673
ES,NL,31042090,1,2023,16965
ES,NL,31043000,1,2023,3942754
ES,NL,31049000,1,2023,40535
ES,NL,75021000,1,2023,93237159
ES,NL,81019400,1,2023,2372
ES,NL,81021000,1,2023,260
ES,NL,81029400,1,2023,1542256
ES,NL,81052000,1,2023,3007994
ES,NL,81082000,1,2023,280755
ES,NL,81129240,1,2023,1085217
ES,NL,81129281,1,2023,14371
ES,NL,81129295,1,2023,12959
ES,NO,28046900,1,2023,180971
ES,NO,28201000,1,2023,29917
ES,NO,28209090,1,2023,17
ES,NO,28461000,1,2023,7044
ES,NO,28469040,1,2023,96
ES,NO,28469090,1,2023,702
ES,NO,75021000,1,2023,26691789
ES,PE,25101000,1,2023,228
ES,PE,28045090,1,2023,281
ES,PH,31042090,1,2023,25
ES,PL,25041000,1,2023,2709
ES,PL,25049000,1,2023,39
ES,PL,25102000,1,2023,6767
ES,PL,28042910,1,2023,5138
ES,PL,28046100,1,2023,6
ES,PL,28046900,1,2023,21
ES,PL,28252000,1,2023,696572
ES,PL,28469050,1,2023,567
ES,PL,31042090,1,2023,788
ES,PL,31043000,1,2023,791
ES,PL,75021000,1,2023,782500
ES,PL,81082000,1,2023,189826
ES,PT,25102000,1,2023,148
ES,PT,25309050,1,2023,21000
ES,PT,26020000,1,2023,114
ES,PT,26110000,1,2023,198
ES,PT,26140000,1,2023,247
ES,PT,28042910,1,2023,572880
ES,PT,28046900,1,2023,58216
ES,PT,28053029,1,2023,178
ES,PT,28209010,1,2023,7500
ES,PT,28220000,1,2023,75188
ES,PT,28369100,1,2023,32957
ES,PT,28461000,1,2023,61
ES,PT,28469050,1,2023,16127
ES,PT,28499030,1,2023,32778
ES,PT,31042010,1,2023,20054
ES,PT,31042050,1,2023,1333587
ES,PT,31042090,1,2023,12
ES,PT,31043000,1,2023,1420909
ES,PT,31049000,1,2023,151643
ES,PT,75021000,1,2023,111490
ES,PT,81011000,1,2023,14473
ES,PT,81052000,1,2023,333090
ES,PT,81082000,1,2023,1502
ES,QA,28042910,1,2023,1464608
ES,RO,26140000,1,2023,2580
ES,RO,28053029,1,2023,5
ES,RU,28046900,1,2023,545
ES,RU,31042050,1,2023,2079876
ES,RU,31043000,1,2023,2834339
ES,RU,75021000,1,2023,1916028
ES,SA,25041000,1,2023,73
ES,SA,25309050,1,2023,59
ES,SA,31043000,1,2023,508197
ES,SE,26020000,1,2023,7
ES,SE,28046900,1,2023,45
ES,SE,28053040,1,2023,452
ES,SE,28469050,1,2023,3025
ES,SE,31042010,1,2023,4634
ES,SE,31042090,1,2023,150
ES,SE,31043000,1,2023,174099
ES,SE,81082000,1,2023,4200
ES,SG,25049000,1,2023,33
ES,SG,28046900,1,2023,49
ES,SG,75012000,1,2023,89
ES,SI,31043000,1,2023,21945
ES,SI,81082000,1,2023,12248
ES,SK,28046900,1,2023,712946
ES,SN,26140000,1,2023,41886
ES,SN,26151000,1,2023,26429392
ES,SN,26159000,1,2023,4729528
ES,SY,25102000,1,2023,1229688
ES,TH,26151000,1,2023,68
ES,TN,25101000,1,2023,1413084
ES,TN,25102000,1,2023,2927125
ES,TR,25041000,1,2023,21211
ES,TR,25049000,1,2023,98
ES,TR,26020000,1,2023,233
ES,TR,28046900,1,2023,948
ES,TR,28220000,1,2023,68
ES,TR,28257000,1,2023,38
ES,TR,28461000,1,2023,36
ES,TR,28469090,1,2023,2100
ES,TR,28499050,1,2023,369
ES,TR,31043000,1,2023,158
ES,TR,31049000,1,2023,10
ES,TR,75012000,1,2023,1521
ES,TR,81052000,1,2023,18112243
ES,TR,81129291,1,2023,1097
ES,TW,28252000,1,2023,1673
ES,TW,28256000,1,2023,33
ES,TW,31043000,1,2023,151512
ES,TW,81082000,1,2023,5665
ES,UA,26140000,1,2023,25
ES,UA,26151000,1,2023,1440612
ES,US,25041000,1,2023,4495
ES,US,25049000,1,2023,43040
ES,US,25101000,1,2023,21312
ES,US,25102000,1,2023,3284
ES,US,26040000,1,2023,3282
ES,US,26050000,1,2023,26
ES,US,26139000,1,2023,592
ES,US,26140000,1,2023,2460
ES,US,26151000,1,2023,248255
ES,US,26159000,1,2023,164
ES,US,28042910,1,2023,1014186
ES,US,28045090,1,2023,454
ES,US,28046100,1,2023,598
ES,US,28046900,1,2023,4542
ES,US,28053010,1,2023,2565
ES,US,28201000,1,2023,5190
ES,US,28209010,1,2023,1084
ES,US,28209090,1,2023,2248
ES,US,28220000,1,2023,2246
ES,US,28252000,1,2023,117840
ES,US,28256000,1,2023,14998
ES,US,28259040,1,2023,2802
ES,US,28461000,1,2023,1130
ES,US,28469050,1,2023,2
ES,US,28469090,1,2023,7825
ES,US,28499030,1,2023,12320
ES,US,28499050,1,2023,13052
ES,US,31042010,1,2023,227
ES,US,31042050,1,2023,860491
ES,US,31042090,1,2023,25631
ES,US,31049000,1,2023,364288
ES,US,75011000,1,2023,1334
ES,US,81011000,1,2023,22084
ES,US,81019400,1,2023,209
ES,US,81021000,1,2023,88
ES,US,81029400,1,2023,1025
ES,US,81052000,1,2023,52463
ES,US,81082000,1,2023,23862
ES,US,81129281,1,2023,3446
ES,US,81129291,1,2023,1317
ES,US,81129295,1,2023,561
ES,UZ,31049000,1,2023,53
ES,VN,26151000,1,2023,113
ES,VN,28259040,1,2023,190
ES,VN,28469090,1,2023,98285
ES,VN,31043000,1,2023,36
ES,ZA,25102000,1,2023,1995
ES,ZA,25309040,1,2023,11629
ES,ZA,26020000,1,2023,7463921
ES,ZA,26140000,1,2023,50
ES,ZA,26151000,1,2023,29960226
ES,ZA,28209010,1,2023,61
ES,ZA,28209090,1,2023,2709162
ES,ZA,28253000,1,2023,102
ES,ZA,28256000,1,2023,167
ES,ZA,31042090,1,2023,84
ES,ZA,75021000,1,2023,10227131
ES,ZA,81052000,1,2023,71
FI,AE,31049000,1,2023,26
FI,AM,28469040,1,2023,9906
FI,AT,25041000,1,2023,124
FI,AT,26050000,1,2023,10255758
FI,AT,28042910,1,2023,32849
FI,AT,28461000,1,2023,1018
FI,AT,28469050,1,2023,27336
FI,AT,28469070,1,2023,130052
FI,AT,81082000,1,2023,1591
FI,AU,25309040,1,2023,167
FI,AU,26040000,1,2023,9829399
FI,AU,28252000,1,2023,18
FI,BE,26020000,1,2023,97067
FI,BE,28042910,1,2023,15287
FI,BE,28046900,1,2023,45
FI,BE,28053080,1,2023,50
FI,BE,28201000,1,2023,4931
FI,BE,28220000,1,2023,6208
FI,BE,28252000,1,2023,59
FI,BE,28257000,1,2023,128
FI,BE,28259040,1,2023,60
FI,BE,28369100,1,2023,70
FI,BE,28461000,1,2023,1801
FI,BE,28469040,1,2023,173
FI,BE,28469050,1,2023,267
FI,BE,28469070,1,2023,1660
FI,BE,28469090,1,2023,306
FI,BE,31042050,1,2023,2520
FI,BE,31042090,1,2023,34
FI,BE,81021000,1,2023,201
FI,BE,81129281,1,2023,140
FI,BR,26040000,1,2023,137511969
FI,BR,31043000,1,2023,4
FI,CA,25041000,1,2023,5746
FI,CA,25309040,1,2023,7
FI,CA,26040000,1,2023,42872286
FI,CA,28252000,1,2023,36
FI,CA,28369100,1,2023,355
FI,CA,31042090,1,2023,54884670
FI,CA,81082000,1,2023,471973
FI,CH,75011000,1,2023,30
FI,CH,81019400,1,2023,10
FI,CN,25041000,1,2023,1703
FI,CN,25049000,1,2023,4976
FI,CN,25102000,1,2023,73
FI,CN,26020000,1,2023,56307
FI,CN,26040000,1,2023,291
FI,CN,28046900,1,2023,60993
FI,CN,28256000,1,2023,2113
FI,CN,81082000,1,2023,12621
FI,CN,81129281,1,2023,6956
FI,CN,81129295,1,2023,2438
FI,CZ,31042010,1,2023,7
FI,CZ,31042090,1,2023,1195
FI,CZ,81011000,1,2023,534725
FI,DE,25041000,1,2023,426919
FI,DE,26050000,1,2023,131333
FI,DE,26159000,1,2023,3
FI,DE,28042910,1,2023,2413033
FI,DE,28045090,1,2023,84
FI,DE,28046900,1,2023,131552
FI,DE,28053010,1,2023,8424
FI,DE,28201000,1,2023,459
FI,DE,28209010,1,2023,333
FI,DE,28220000,1,2023,835
FI,DE,28252000,1,2023,1699
FI,DE,28253000,1,2023,476
FI,DE,28256000,1,2023,4258
FI,DE,28257000,1,2023,337
FI,DE,28259040,1,2023,752
FI,DE,28369100,1,2023,475278
FI,DE,28461000,1,2023,35054
FI,DE,28469040,1,2023,2844
FI,DE,28469050,1,2023,293
FI,DE,28469060,1,2023,962
FI,DE,28469070,1,2023,167299
FI,DE,28469090,1,2023,187
FI,DE,28499030,1,2023,5468
FI,DE,28499050,1,2023,154
FI,DE,31042010,1,2023,582
FI,DE,31042050,1,2023,23520023
FI,DE,31042090,1,2023,296960
FI,DE,31043000,1,2023,615146
FI,DE,31049000,1,2023,1085
FI,DE,81011000,1,2023,200049
FI,DE,81021000,1,2023,93645
FI,DE,81082000,1,2023,59015
FI,DE,81129281,1,2023,2318
FI,DE,81129289,1,2023,664
FI,DE,81129291,1,2023,440
FI,DE,81129295,1,2023,427
FI,DK,25041000,1,2023,2403
FI,DK,28042910,1,2023,156097
FI,DK,28209090,1,2023,450
FI,DK,28220000,1,2023,3964
FI,DK,28369100,1,2023,281
FI,DK,28469090,1,2023,773
FI,EE,28042910,1,2023,204
FI,EE,31042090,1,2023,1
FI,ES,25041000,1,2023,15
FI,ES,31043000,1,2023,47133
FI,ES,31049000,1,2023,14601
FI,FR,28369100,1,2023,252044
FI,FR,28469030,1,2023,129819
FI,FR,28469090,1,2023,292866
FI,FR,28499030,1,2023,4823
FI,FR,81011000,1,2023,279
FI,FR,81082000,1,2023,240
FI,FR,81129281,1,2023,17200
FI,FR,81129289,1,2023,10904
FI,GB,25041000,1,2023,22375
FI,GB,25049000,1,2023,438
FI,GB,25309050,1,2023,20
FI,GB,26040000,1,2023,9
FI,GB,26140000,1,2023,138
FI,GB,28046900,1,2023,11
FI,GB,28201000,1,2023,652
FI,GB,28220000,1,2023,1160
FI,GB,28253000,1,2023,48
FI,GB,28259040,1,2023,139
FI,GB,28369100,1,2023,1
FI,GB,28461000,1,2023,11699
FI,GB,28469090,1,2023,575
FI,GB,81019400,1,2023,52
FI,GB,81082000,1,2023,21091
FI,HK,25049000,1,2023,193
FI,HK,28499030,1,2023,5383
FI,IE,25041000,1,2023,104
FI,IL,31042050,1,2023,37985699
FI,IL,31049000,1,2023,111600
FI,IN,28253000,1,2023,5
FI,IN,28256000,1,2023,3
FI,IN,28369100,1,2023,8
FI,IN,28469090,1,2023,346
FI,IT,28053080,1,2023,129
FI,IT,28461000,1,2023,1743
FI,JO,25101000,1,2023,9
FI,JO,31042050,1,2023,56157595
FI,JO,31042090,1,2023,21771484
FI,JP,28256000,1,2023,209302
FI,JP,28461000,1,2023,552990
FI,JP,28469090,1,2023,5495
FI,JP,75011000,1,2023,4
FI,JP,81082000,1,2023,3841
FI,LT,25102000,1,2023,11
FI,LV,31042050,1,2023,2154
FI,MX,25309050,1,2023,11
FI,NL,25041000,1,2023,499078
FI,NL,26020000,1,2023,107655
FI,NL,28042910,1,2023,2526
FI,NL,28046900,1,2023,3566595
FI,NL,28369100,1,2023,231728
FI,NL,31042010,1,2023,222
FI,NL,31042050,1,2023,69967
FI,NL,31042090,1,2023,9597
FI,NL,31043000,1,2023,80242
FI,NL,81129281,1,2023,238
FI,NO,25101000,1,2023,10
FI,NO,26040000,1,2023,1491333
FI,NO,26110000,1,2023,5
FI,NO,28046900,1,2023,6029125
FI,NO,28201000,1,2023,620
FI,NO,28252000,1,2023,10
FI,NO,28369100,1,2023,4
FI,NO,28461000,1,2023,2120
FI,NO,28469090,1,2023,1450
FI,NO,75011000,1,2023,121
FI,PL,25041000,1,2023,57
FI,PL,28042910,1,2023,18039
FI,PL,28252000,1,2023,6227
FI,PL,28461000,1,2023,271831
FI,PL,31042090,1,2023,7500
FI,RU,75011000,1,2023,1021126680
FI,SE,25041000,1,2023,26798
FI,SE,25049000,1,2023,147271
FI,SE,25101000,1,2023,73
FI,SE,25102000,1,2023,26378
FI,SE,26020000,1,2023,11299
FI,SE,26151000,1,2023,2708
FI,SE,28042910,1,2023,21789
FI,SE,28046900,1,2023,6427732
FI,SE,28053010,1,2023,5097
FI,SE,28201000,1,2023,1199
FI,SE,28252000,1,2023,28
FI,SE,28253000,1,2023,68
FI,SE,28259040,1,2023,778
FI,SE,28369100,1,2023,80358
FI,SE,28461000,1,2023,2218
FI,SE,28469040,1,2023,115
FI,SE,28469050,1,2023,155
FI,SE,28469070,1,2023,106
FI,SE,28469090,1,2023,423
FI,SE,28499030,1,2023,837
FI,SE,31042010,1,2023,1158
FI,SE,31042090,1,2023,5630
FI,SE,31043000,1,2023,44
FI,SE,31049000,1,2023,75699
FI,SE,81011000,1,2023,21433
FI,SE,81019400,1,2023,9736
FI,SI,81082000,1,2023,533437
FI,TG,25101000,1,2023,30
FI,TR,25041000,1,2023,1043
FI,TR,28220000,1,2023,286
FI,TR,28499050,1,2023,322
FI,TW,25102000,1,2023,5
FI,UA,28499050,1,2023,530
FI,UA,31042010,1,2023,7
FI,US,25041000,1,2023,455
FI,US,25049000,1,2023,42
FI,US,25102000,1,2023,7
FI,US,25309040,1,2023,1
FI,US,26040000,1,2023,1
FI,US,28042910,1,2023,781
FI,US,28053080,1,2023,33989
FI,US,28209010,1,2023,517
FI,US,28220000,1,2023,34
FI,US,28252000,1,2023,9
FI,US,28256000,1,2023,159
FI,US,28461000,1,2023,35860
FI,US,28469060,1,2023,13569
FI,US,28469070,1,2023,13757
FI,US,28469090,1,2023,64770
FI,US,31042090,1,2023,214
FI,US,31043000,1,2023,66
FI,US,31049000,1,2023,4
FI,US,81082000,1,2023,773
FI,US,81129281,1,2023,488
FI,US,81129291,1,2023,899
FI,VN,26040000,1,2023,1
FI,ZA,25102000,1,2023,14606252
FI,ZA,26040000,1,2023,31719043
FR,AE,26151000,1,2023,104
FR,AE,28461000,1,2023,45
FR,AE,28469090,1,2023,53
FR,AE,81011000,1,2023,4
FR,AE,81082000,1,2023,378
FR,AL,28042910,1,2023,327
FR,AR,26020000,1,2023,922
FR,AR,28369100,1,2023,16437524
FR,AT,25041000,1,2023,374648
FR,AT,25101000,1,2023,2817
FR,AT,25309040,1,2023,10
FR,AT,25309050,1,2023,6668
FR,AT,26139000,1,2023,79938
FR,AT,28046100,1,2023,2398
FR,AT,28046900,1,2023,240933
FR,AT,28053010,1,2023,166319
FR,AT,28053021,1,2023,2198
FR,AT,28053039,1,2023,12188
FR,AT,28253000,1,2023,2619
FR,AT,28461000,1,2023,179160
FR,AT,28469030,1,2023,822916
FR,AT,28469040,1,2023,478818
FR,AT,28469050,1,2023,75118
FR,AT,28469060,1,2023,64415
FR,AT,28469070,1,2023,564111
FR,AT,28469090,1,2023,2495
FR,AT,28499030,1,2023,17124706
FR,AT,28499050,1,2023,21139
FR,AT,31042010,1,2023,3935
FR,AT,31042090,1,2023,288002
FR,AT,31043000,1,2023,79526
FR,AT,31049000,1,2023,56
FR,AT,75021000,1,2023,6047690
FR,AT,81011000,1,2023,3976416
FR,AT,81019400,1,2023,2746
FR,AT,81052000,1,2023,194
FR,AT,81082000,1,2023,78721
FR,AU,25102000,1,2023,93
FR,AU,25309040,1,2023,485014
FR,AU,26050000,1,2023,12
FR,AU,26151000,1,2023,50
FR,AU,28256000,1,2023,6255589
FR,AU,28257000,1,2023,79
FR,AU,28369100,1,2023,1056
FR,AU,28469050,1,2023,188
FR,AU,31043000,1,2023,170
FR,AU,75021000,1,2023,1021711
FR,BD,26020000,1,2023,29
FR,BD,31049000,1,2023,1
FR,BE,25041000,1,2023,3354
FR,BE,25101000,1,2023,201733
FR,BE,25102000,1,2023,1005075
FR,BE,25309040,1,2023,42243193
FR,BE,25309050,1,2023,290
FR,BE,26020000,1,2023,318065
FR,BE,26040000,1,2023,275
FR,BE,26131000,1,2023,3924036
FR,BE,26140000,1,2023,14025
FR,BE,26151000,1,2023,3052112
FR,BE,28042910,1,2023,15826113
FR,BE,28045090,1,2023,186567
FR,BE,28046100,1,2023,200
FR,BE,28046900,1,2023,874811
FR,BE,28053010,1,2023,11246
FR,BE,28053040,1,2023,48
FR,BE,28053080,1,2023,7475
FR,BE,28209010,1,2023,2269
FR,BE,28209090,1,2023,1642017
FR,BE,28220000,1,2023,1713149
FR,BE,28252000,1,2023,794326
FR,BE,28253000,1,2023,41844
FR,BE,28256000,1,2023,143732
FR,BE,28257000,1,2023,27721
FR,BE,28259040,1,2023,24567
FR,BE,28369100,1,2023,5079074
FR,BE,28461000,1,2023,33878
FR,BE,28469030,1,2023,873
FR,BE,28469040,1,2023,7082
FR,BE,28469050,1,2023,1176
FR,BE,28469060,1,2023,131
FR,BE,28469070,1,2023,1477
FR,BE,28469090,1,2023,7991
FR,BE,28499030,1,2023,730
FR,BE,31042010,1,2023,329953
FR,BE,31042050,1,2023,27672804
FR,BE,31042090,1,2023,3014457
FR,BE,31043000,1,2023,12504084
FR,BE,31049000,1,2023,960508
FR,BE,75011000,1,2023,314
FR,BE,75012000,1,2023,483969
FR,BE,75021000,1,2023,36174055
FR,BE,81011000,1,2023,8465
FR,BE,81019400,1,2023,1726
FR,BE,81029400,1,2023,496364
FR,BE,81052000,1,2023,15348644
FR,BE,81082000,1,2023,59402
FR,BE,81124190,1,2023,50076
FR,BE,81129240,1,2023,181409
FR,BE,81129281,1,2023,2149
FR,BE,81129289,1,2023,3862
FR,BE,81129291,1,2023,125144
FR,BE,81129295,1,2023,1734531
FR,BG,26020000,1,2023,44248
FR,BG,28369100,1,2023,33
FR,BG,81082000,1,2023,561
FR,BR,25041000,1,2023,258312
FR,BR,25101000,1,2023,100
FR,BR,25102000,1,2023,552
FR,BR,25309040,1,2023,3084284
FR,BR,26020000,1,2023,93293
FR,BR,26140000,1,2023,6621944
FR,BR,28046900,1,2023,1194990
FR,BR,28209090,1,2023,492475
FR,BR,75011000,1,2023,21
FR,BR,81019400,1,2023,1
FR,CA,25041000,1,2023,133424
FR,CA,25049000,1,2023,1052
FR,CA,28045090,1,2023,274852
FR,CA,28220000,1,2023,108
FR,CA,28252000,1,2023,3318
FR,CA,28369100,1,2023,130
FR,CA,28461000,1,2023,2329
FR,CA,28469090,1,2023,8902
FR,CA,28499030,1,2023,930585
FR,CA,31042010,1,2023,24
FR,CA,31042050,1,2023,3372952
FR,CA,31042090,1,2023,63
FR,CA,31049000,1,2023,675
FR,CA,75012000,1,2023,29
FR,CA,81011000,1,2023,69402
FR,CA,81021000,1,2023,1014
FR,CA,81052000,1,2023,7095
FR,CA,81082000,1,2023,5977555
FR,CD,31042090,1,2023,232
FR,CH,25041000,1,2023,6738
FR,CH,25049000,1,2023,1886
FR,CH,25101000,1,2023,128
FR,CH,25102000,1,2023,117
FR,CH,25309050,1,2023,3870
FR,CH,26020000,1,2023,14
FR,CH,26151000,1,2023,29275
FR,CH,28042910,1,2023,1041385
FR,CH,28046100,1,2023,16772
FR,CH,28046900,1,2023,548663
FR,CH,28053040,1,2023,30
FR,CH,28209090,1,2023,169
FR,CH,28220000,1,2023,115
FR,CH,28252000,1,2023,195
FR,CH,28256000,1,2023,99182
FR,CH,28257000,1,2023,9
FR,CH,28259040,1,2023,2020
FR,CH,28369100,1,2023,328690
FR,CH,28461000,1,2023,996
FR,CH,28469040,1,2023,36
FR,CH,28469050,1,2023,159
FR,CH,28469090,1,2023,174
FR,CH,28499030,1,2023,235
FR,CH,31042050,1,2023,1146204
FR,CH,31043000,1,2023,7544
FR,CH,75021000,1,2023,17780
FR,CH,81011000,1,2023,13374
FR,CH,81052000,1,2023,29
FR,CH,81082000,1,2023,67415
FR,CH,81123100,1,2023,5510
FR,CH,81129281,1,2023,29
FR,CI,26020000,1,2023,98
FR,CI,28499030,1,2023,266
FR,CI,81011000,1,2023,48
FR,CL,25309040,1,2023,1
FR,CL,28220000,1,2023,225
FR,CL,28252000,1,2023,266050
FR,CL,28257000,1,2023,308
FR,CL,28369100,1,2023,12273842
FR,CN,25041000,1,2023,1185432
FR,CN,25049000,1,2023,3539
FR,CN,25101000,1,2023,191
FR,CN,25102000,1,2023,200
FR,CN,26020000,1,2023,5287
FR,CN,26139000,1,2023,24
FR,CN,26140000,1,2023,80
FR,CN,26151000,1,2023,4136
FR,CN,28042910,1,2023,1449243
FR,CN,28045090,1,2023,14333
FR,CN,28046100,1,2023,289688
FR,CN,28046900,1,2023,427065
FR,CN,28053010,1,2023,16653
FR,CN,28053021,1,2023,11569
FR,CN,28053031,1,2023,9304
FR,CN,28053039,1,2023,342
FR,CN,28053080,1,2023,591
FR,CN,28209010,1,2023,350
FR,CN,28209090,1,2023,63
FR,CN,28220000,1,2023,123350
FR,CN,28252000,1,2023,359379
FR,CN,28253000,1,2023,3316913
FR,CN,28256000,1,2023,16452614
FR,CN,28257000,1,2023,1598865
FR,CN,28259040,1,2023,5924590
FR,CN,28369100,1,2023,13633
FR,CN,28461000,1,2023,779698
FR,CN,28469040,1,2023,19912
FR,CN,28469050,1,2023,316928
FR,CN,28469060,1,2023,93115
FR,CN,28469070,1,2023,1270427
FR,CN,28469090,1,2023,664461
FR,CN,28499030,1,2023,907278
FR,CN,28499050,1,2023,243667
FR,CN,31042050,1,2023,208347
FR,CN,31042090,1,2023,907
FR,CN,31049000,1,2023,42643
FR,CN,75011000,1,2023,4206
FR,CN,75021000,1,2023,1485
FR,CN,81011000,1,2023,768447
FR,CN,81019400,1,2023,340611
FR,CN,81021000,1,2023,6576
FR,CN,81029400,1,2023,30607
FR,CN,81052000,1,2023,38986
FR,CN,81082000,1,2023,116601
FR,CN,81123100,1,2023,1437697
FR,CN,81129240,1,2023,480288
FR,CN,81129281,1,2023,24004
FR,CN,81129289,1,2023,5540
FR,CN,81129295,1,2023,246668
FR,CY,31042090,1,2023,269404
FR,CY,81029400,1,2023,698271
FR,CZ,25041000,1,2023,2611
FR,CZ,25049000,1,2023,729
FR,CZ,28046100,1,2023,24
FR,CZ,28046900,1,2023,110603
FR,CZ,28499030,1,2023,1174280
FR,CZ,31042010,1,2023,81273
FR,CZ,31042090,1,2023,76561
FR,CZ,31043000,1,2023,21979
FR,CZ,31049000,1,2023,4
FR,CZ,75021000,1,2023,843097
FR,CZ,81011000,1,2023,4647546
FR,CZ,81029400,1,2023,28447
FR,CZ,81052000,1,2023,186755
FR,CZ,81082000,1,2023,306
FR,DE,25041000,1,2023,1920470
FR,DE,25049000,1,2023,115953
FR,DE,25101000,1,2023,304146
FR,DE,25102000,1,2023,81658
FR,DE,25309040,1,2023,108716
FR,DE,25309050,1,2023,9269
FR,DE,26020000,1,2023,59699
FR,DE,26040000,1,2023,3457
FR,DE,26050000,1,2023,5609
FR,DE,26131000,1,2023,2183046
FR,DE,26139000,1,2023,2171
FR,DE,26140000,1,2023,13245
FR,DE,26151000,1,2023,541618
FR,DE,26159000,1,2023,1
FR,DE,28042910,1,2023,9975927
FR,DE,28045090,1,2023,39187
FR,DE,28046100,1,2023,2173165
FR,DE,28046900,1,2023,10606458
FR,DE,28053010,1,2023,66534
FR,DE,28053021,1,2023,20064
FR,DE,28053029,1,2023,145
FR,DE,28053031,1,2023,4659
FR,DE,28053039,1,2023,7819
FR,DE,28053040,1,2023,2340
FR,DE,28053080,1,2023,6409
FR,DE,28209010,1,2023,32464
FR,DE,28209090,1,2023,4591
FR,DE,28220000,1,2023,89854
FR,DE,28252000,1,2023,3490194
FR,DE,28253000,1,2023,369979
FR,DE,28256000,1,2023,569978
FR,DE,28257000,1,2023,95858
FR,DE,28259040,1,2023,4596689
FR,DE,28369100,1,2023,5403943
FR,DE,28461000,1,2023,91886
FR,DE,28469030,1,2023,81032
FR,DE,28469040,1,2023,273135
FR,DE,28469050,1,2023,6036
FR,DE,28469060,1,2023,13385
FR,DE,28469070,1,2023,43259
FR,DE,28469090,1,2023,9698
FR,DE,28499030,1,2023,5158363
FR,DE,28499050,1,2023,193148
FR,DE,31042010,1,2023,10172426
FR,DE,31042050,1,2023,75797269
FR,DE,31042090,1,2023,37562948
FR,DE,31043000,1,2023,21860658
FR,DE,31049000,1,2023,4419048
FR,DE,75011000,1,2023,247
FR,DE,75012000,1,2023,8859
FR,DE,75021000,1,2023,19505300
FR,DE,81011000,1,2023,453133
FR,DE,81019400,1,2023,142823
FR,DE,81021000,1,2023,2835507
FR,DE,81029400,1,2023,6451655
FR,DE,81052000,1,2023,2499428
FR,DE,81082000,1,2023,8731633
FR,DE,81123100,1,2023,2442
FR,DE,81124190,1,2023,11838
FR,DE,81129240,1,2023,79749
FR,DE,81129281,1,2023,98940
FR,DE,81129289,1,2023,5768
FR,DE,81129291,1,2023,981556
FR,DE,81129295,1,2023,10384
FR,DK,28042910,1,2023,157
FR,DK,28046900,1,2023,2965401
FR,DK,31049000,1,2023,5387
FR,DK,81052000,1,2023,4016
FR,DZ,25101000,1,2023,4859834
FR,DZ,25102000,1,2023,2840712
FR,DZ,28042910,1,2023,162991493
FR,EE,28461000,1,2023,48263
FR,EE,28469060,1,2023,4148
FR,EE,28469070,1,2023,21180
FR,EE,31049000,1,2023,37829
FR,EE,81029400,1,2023,2269185
FR,EE,81082000,1,2023,110499
FR,EE,81129240,1,2023,219921
FR,EG,25101000,1,2023,2040706
FR,EG,25102000,1,2023,3150870
FR,EG,31043000,1,2023,47670
FR,EG,81011000,1,2023,161
FR,ES,25041000,1,2023,146382
FR,ES,25049000,1,2023,918970
FR,ES,25101000,1,2023,2089535
FR,ES,25102000,1,2023,147463
FR,ES,25309040,1,2023,34978
FR,ES,25309050,1,2023,16789
FR,ES,26020000,1,2023,2715178
FR,ES,26140000,1,2023,46654
FR,ES,26151000,1,2023,241589
FR,ES,28042910,1,2023,1105394
FR,ES,28046100,1,2023,123
FR,ES,28046900,1,2023,1569284
FR,ES,28209090,1,2023,419546
FR,ES,28220000,1,2023,251371
FR,ES,28252000,1,2023,8260
FR,ES,28253000,1,2023,37562
FR,ES,28256000,1,2023,3525
FR,ES,28369100,1,2023,2546383
FR,ES,28461000,1,2023,35895
FR,ES,28469030,1,2023,588
FR,ES,28469040,1,2023,85118
FR,ES,28499030,1,2023,12
FR,ES,31042010,1,2023,217962
FR,ES,31042050,1,2023,23028787
FR,ES,31042090,1,2023,527173
FR,ES,31043000,1,2023,567240
FR,ES,31049000,1,2023,722668
FR,ES,75021000,1,2023,4344
FR,ES,81011000,1,2023,3651
FR,ES,81052000,1,2023,694
FR,ES,81082000,1,2023,1806578
FR,ES,81129240,1,2023,1003782
FR,FI,25041000,1,2023,192
FR,FI,26131000,1,2023,293789
FR,FI,28042910,1,2023,2109
FR,FI,28220000,1,2023,2263545
FR,FI,75011000,1,2023,140509820
