reporter,partner,value,year,source,axis,product_code,sub_category,unit
JP,CH,1136070.591,2023,un_comtrade,energy,2710,petroleum_products,USD
JP,HK,910453.906,2022,un_comtrade,energy,2710,petroleum_products,USD
JP,SE,768816.928,2022,un_comtrade,energy,2710,petroleum_products,USD
JP,CH,738321.503,2024,un_comtrade,energy,2710,petroleum_products,USD
JP,CH,727021.661,2022,un_comtrade,energy,2710,petroleum_products,USD
JP,TH,557140.938,2022,un_comtrade,energy,2701,coal,USD
JP,IL,414355.654,2022,un_comtrade,energy,2710,petroleum_products,USD
JP,PH,366105.25,2024,un_comtrade,energy,2710,petroleum_products,USD
JP,DK,345480.542,2023,un_comtrade,energy,2710,petroleum_products,USD
JP,DK,329868.652,2024,un_comtrade,energy,2710,petroleum_products,USD
JP,IL,316087.514,2024,un_comtrade,energy,2710,petroleum_products,USD
JP,FI,284908.962,2022,un_comtrade,energy,2710,petroleum_products,USD
JP,IL,283882.408,2023,un_comtrade,energy,2710,petroleum_products,USD
JP,PH,247448.357,2022,un_comtrade,energy,2710,petroleum_products,USD
JP,DE,237858.196,2023,un_comtrade,energy,2711,natural_gas,USD
JP,PH,222675.758,2023,un_comtrade,energy,2710,petroleum_products,USD
JP,DE,206664.512,2022,un_comtrade,energy,2711,natural_gas,USD
JP,DE,167765.207,2024,un_comtrade,energy,2711,natural_gas,USD
JP,BR,164390.151,2022,un_comtrade,energy,2710,petroleum_products,USD
JP,MU,161629.656,2022,un_comtrade,energy,2710,petroleum_products,USD
JP,PA,157703.523,2024,un_comtrade,energy,2710,petroleum_products,USD
JP,PL,150062.953,2022,un_comtrade,energy,2710,petroleum_products,USD
JP,PA,138065.518,2023,un_comtrade,energy,2710,petroleum_products,USD
JP,NO,134463.871,2023,un_comtrade,energy,2710,petroleum_products,USD
JP,FR,128200.137,2023,un_comtrade,energy,2711,natural_gas,USD
JP,MX,123583.492,2022,un_comtrade,energy,2710,petroleum_products,USD
JP,UA,116009.964,2024,un_comtrade,energy,2710,petroleum_products,USD
JP,FR,112381.813,2022,un_comtrade,energy,2711,natural_gas,USD
JP,PA,98868.315,2022,un_comtrade,energy,2710,petroleum_products,USD
JP,TR,86951.797,2022,un_comtrade,energy,2710,petroleum_products,USD
JP,PL,84069.281,2023,un_comtrade,energy,2710,petroleum_products,USD
JP,TH,78410.566,2023,un_comtrade,energy,2701,coal,USD
JP,CR,74082.895,2023,un_comtrade,energy,2710,petroleum_products,USD
JP,TR,70061.293,2023,un_comtrade,energy,2710,petroleum_products,USD
JP,MH,61882.992,2024,un_comtrade,energy,2710,petroleum_products,USD
JP,TH,60594.512,2023,un_comtrade,energy,2711,natural_gas,USD
JP,UA,59334.648,2023,un_comtrade,energy,2710,petroleum_products,USD
JP,BR,55818.234,2024,un_comtrade,energy,2710,petroleum_products,USD
JP,CR,54840.473,2024,un_comtrade,energy,2710,petroleum_products,USD
JP,BR,53804.055,2023,un_comtrade,energy,2710,petroleum_products,USD
JP,NO,53763.616,2024,un_comtrade,energy,2710,petroleum_products,USD
JP,NL,53221.883,2024,un_comtrade,energy,2711,natural_gas,USD
JP,FI,49627.953,2024,un_comtrade,energy,2710,petroleum_products,USD
JP,FR,48412.359,2024,un_comtrade,energy,2711,natural_gas,USD
JP,CR,43840.923,2022,un_comtrade,energy,2710,petroleum_products,USD
JP,NC,37841.975,2024,un_comtrade,energy,2710,petroleum_products,USD
JP,ZA,30106.889,2022,un_comtrade,energy,2710,petroleum_products,USD
JP,PL,28057.763,2024,un_comtrade,energy,2710,petroleum_products,USD
JP,AT,25346.365,2022,un_comtrade,energy,2710,petroleum_products,USD
JP,AT,18193.301,2023,un_comtrade,energy,2710,petroleum_products,USD
JP,GR,16904.965,2023,un_comtrade,energy,2710,petroleum_products,USD
JP,KY,16065.055,2023,un_comtrade,energy,2710,petroleum_products,USD
JP,AT,15815.937,2024,un_comtrade,energy,2710,petroleum_products,USD
JP,EG,15780.34,2023,un_comtrade,energy,2710,petroleum_products,USD
JP,NC,15630.864,2023,un_comtrade,energy,2710,petroleum_products,USD
JP,UA,14806.292,2022,un_comtrade,energy,2710,petroleum_products,USD
JP,IE,14499.122,2023,un_comtrade,energy,2710,petroleum_products,USD
JP,GR,14157.708,2024,un_comtrade,energy,2710,petroleum_products,USD
